time,open,high,low,close,volume
2025-09-11T02:40,6547.75,6548.0,6546.25,6546.5,435.0
2025-09-11T02:45,6546.75,6548.25,6546.75,6547.5,420.0
2025-09-11T02:50,6547.25,6547.75,6547.0,6547.25,311.0
2025-09-11T02:55,6547.0,6548.0,6546.25,6547.75,501.0
2025-09-11T03:00,6547.75,6548.5,6545.25,6546.0,1102.0
2025-09-11T03:05,6546.0,6548.0,6544.25,6545.0,907.0
2025-09-11T03:10,6544.75,6547.0,6544.5,6547.0,822.0
2025-09-11T03:15,6547.0,6547.75,6545.0,6546.25,631.0
2025-09-11T03:20,6546.25,6549.0,6546.0,6548.5,706.0
2025-09-11T03:25,6548.25,6548.25,6545.5,6545.75,666.0
2025-09-11T03:30,6545.5,6546.5,6545.0,6545.5,682.0
2025-09-11T03:35,6545.75,6548.25,6545.5,6547.25,688.0
2025-09-11T03:40,6547.5,6548.5,6546.5,6546.5,571.0
2025-09-11T03:45,6546.5,6548.5,6546.25,6548.25,351.0
2025-09-11T03:50,6548.5,6549.0,6548.0,6549.0,410.0
2025-09-11T03:55,6549.0,6549.5,6548.0,6548.75,675.0
2025-09-11T04:00,6548.5,6550.25,6547.75,6549.5,1069.0
2025-09-11T04:05,6549.5,6549.5,6548.0,6548.75,661.0
2025-09-11T04:10,6548.75,6551.0,6548.5,6550.75,747.0
2025-09-11T04:15,6551.0,6551.25,6549.0,6549.25,1001.0
2025-09-11T04:20,6549.5,6550.5,6549.0,6549.25,516.0
2025-09-11T04:25,6549.25,6549.5,6548.0,6548.75,687.0
2025-09-11T04:30,6548.75,6549.0,6547.5,6547.75,828.0
2025-09-11T04:35,6547.5,6548.0,6546.5,6547.25,315.0
2025-09-11T04:40,6547.5,6548.25,6546.75,6548.25,577.0
2025-09-11T04:45,6548.25,6548.5,6547.25,6547.5,345.0
2025-09-11T04:50,6547.5,6547.75,6547.0,6547.5,248.0
2025-09-11T04:55,6547.75,6547.75,6547.0,6547.5,240.0
2025-09-11T05:00,6547.5,6548.25,6547.25,6547.25,255.0
2025-09-11T05:05,6547.5,6548.25,6547.25,6548.0,385.0
2025-09-11T05:10,6547.75,6548.0,6546.75,6547.5,286.0
2025-09-11T05:15,6547.5,6548.5,6547.5,6548.25,377.0
2025-09-11T05:20,6548.5,6549.25,6547.75,6548.5,446.0
2025-09-11T05:25,6548.5,6549.0,6548.0,6548.5,238.0
2025-09-11T05:30,6548.5,6549.0,6548.0,6548.25,321.0
2025-09-11T05:35,6548.25,6548.25,6547.0,6547.5,397.0
2025-09-11T05:40,6547.5,6548.0,6547.0,6547.25,342.0
2025-09-11T05:45,6547.5,6547.5,6546.25,6546.5,427.0
2025-09-11T05:50,6546.5,6548.0,6546.5,6547.75,346.0
2025-09-11T05:55,6547.75,6548.25,6547.5,6547.75,449.0
